id	rank	argument
77	0.7333333333333333	Some people have ideological or religious convictions against vaccines, and it would be illegitimate to force it on them.
119	0.7333333333333333	If everybody are vaccinated, Flu can become immune to the specific vaccination and Flu may become more aggressive towards human.
180	0.6	"People are likely to feel that they have ""done their part"" and not opt into other vaccinations - which are often more important, as they prevent more severe diseases."
210	0.7666666666666667	It would create a public backlash against the medical system and a wider spread of fake news, e.g. the government is trying to make you sick in order to control you
217	0.9	There is some danger in taking the vaccine, however minimal. The state isn't legitimized to force civilians to put their health in any amount of danger, however small, without them having any choice in this.
219	0.6666666666666666	The state ought not intervene in individuals' right of bodily autonomy regardless of societal harms. Forcing vaccinations is a crude invasion to someone's body and should therefore not be done.
224	0.6666666666666666	If the government mandates vaccines, anti science conspiracy theorists will become emboldened, more scared, and radicalized.
254	0.8	Government mandating flu vaccines makes anti-vaxxers feel more oppressed which further radicalizes them and facilitates recruitment into the movement.
269	0.6666666666666666	Forcing people to do something when the chances of it hurting them is not high is not legitimate.
272	0.4666666666666667	People cannot be forced to buy a product that they do not want to consume as it constitutes a violation of property rights.
373	0.4	Moving the debate to an area which is easier for anti vaccinators because flu vaccination has proportionally not so many upsides. Many people will assume other vaccines are also like that although they're more important.
487	0.7666666666666667	Many minority groups have been historically harmed by medical institutions and so distrust the system, the government shouldn't be forcing these people into that system after being responsible for harm caused.
541	0.8666666666666667	Flu vaccination should not be mandatory because in order to meet the demand for hundreds of millions of units of the vaccine, safety standards would be lowered and people would be given bad vaccines.
655	0.6666666666666666	The flu vaccine barely works anyways since strains of flu change every year.
700	0.8	Flu vaccination should not be mandatory because there are less restrictive ways to get everyone vaccinated, like requiring it to attend schools or receive health insurance.
776	0.8666666666666667	Flu vaccine should not be mandatory because some individuals are immunocompromised or allergic to components of the vaccine. We cannot force injury on these individuals to protect others.
796	0.8666666666666667	Flu vaccination should not be mandatory because some people have valid reasons for not wanting the vaccine, like a phobia of needles or a cultural objection.
806	0.8666666666666667	Even if there are no known lasting side-effects to vaccination, as we know vaccinations has some effect than it's possible some of them seem negative to people, and they are free to choose for themselves.
810	0.5333333333333333	While vaccinations are important, there are legitimate concerns regarding vaccination injuries and everyone should weigh the risks of both the flu and the possible side effects for themselves, as that is what democracy is about.
841	0.8	All information, both for and against vaccinations, is accessible on the internet, therefore people should be able to make this decision by themselves.
899	0.6666666666666666	Some people experience very intense adverse effects to flu vaccination and it is unfair to subject people to that risk without their consent.
900	0.6666666666666666	States are built on a desire to protect individual autonomy, you cannot violate it even if it is to preserve public health.
1009	0.8666666666666667	It is illegitimate to interfere with parents medical decisions in life threatening situations
1063	0.7333333333333333	The vaccination would protect you for just one year, the gain in marginal so the expected value is small compared to the unlikely but significant damage
1150	0.7058823529411765	The government should not intervene in personal medical choices.
1170	0.7333333333333333	Opposition to vaccines is valid as the government and doctors have used their powers to harm marginalized groups before.
1190	0.8	The only way to enforce these kinds of mandates is through fines or jail time, both won't change people's opinions while significantly impeding societal productivity and hurting individuals.
1301	0.8235294117647058	Vaccinations are invasive so the government can educate and encourage but forcing would be tantamount to assault.
1304	0.4117647058823529	Studies indicate that individuals receiving trivalent inactivated vaccine have a one in a million chance of contracting Guillain-Barre syndrome and a 13 percent higher incidence of oculorespiratory syndrome.
1323	0.8666666666666667	if we vaccinate babies and elderly we put them in even a greater danger than being infected with the flu due to all those chemicals that could affect them gravely.
1396	0.9411764705882352	Flu vaccines are relatively safe, but not absolutely safe. Adverse effects, while uncommon, are nonetheless real.
1445	1.0	If more people getting vaccinated would be a public good, the government has other options for increasing rates of vaccination without impeding individual choice, such as educating about the vaccine's benefits and providing tax incentives.
1447	0.7647058823529411	Enforcement of a flu vaccination for adults would be costly and impractical.
1453	0.6470588235294118	Making a treatment with as low a success rate as the flu vaccine mandatory would undermine public trust in any other health mandate it sees fit to issue.
1464	0.8823529411764706	Mandatory vaccines infringe upon constitutionally protected religious freedoms.
1489	0.6666666666666666	The individual is always better than the government in knowing what is best for themselves.
1512	0.43333333333333335	parents who choose not to vaccinate their children do that with the full knowledge of what might happen, meaning they should be able to accept the consequences
1528	0.5333333333333333	You do not have to make vaccinations mandatory. Positive incentives can be given to people to get vaccinated, thus immunizing most of the population without the use of force.
1570	0.9333333333333332	The government forcing this on their citizens creates a precedent where they can ignore the will of the people.
1584	0.9333333333333332	Most people who don't get flu vaccines don't get them because of expense or physical inaccessibility, it is wrong for the government to mandate something they can't guarantee will be provided.
1631	0.8	We give parents the right to choose what goes into their children's body because they know the individual situation for their family.
1671	0.8666666666666667	You can not force people to inject substances they do not want to their bodies.
1805	0.8	People that are varied of needles will do ANITHING to get out of the vaccination (kids will skip school , adults will fly aboard for short periods )
1808	0.6666666666666666	the body has an automatic vaccination due to evolution, those who got sick and died are the weakest link and we are better off without them
1831	0.6	Vaccines might be harmful, and only the person taking them can know if they are worth the risk for them.
1942	0.8666666666666667	It the right of the parents to choose what they will do about their children health
1953	0.6666666666666666	Forcing parent to vaccinate their children is getting into the way they parent and control it, which is not legitimate.
1955	0.8	The flu vaccine is unpopular amongst a wide portion of the population, thus mandating it would be undemocratic and a violation of the population's political will.
1990	0.7333333333333333	The majority of the time the flu is a very benign disease, it is unfair to mandate the vaccine for all if very few experience real harms either way.
2012	0.8	Flu vaccination should not be mandatory because it will lead to a backlash against vaccines that will harm public health overall.
2053	1.0	Vaccinations have side effects of pain and weakness, and their effectiveness is only partial. A person has the right and the ability to make a conscious decision whether to vaccinate himself or not.
2068	0.8	People have a right to agency over their bodies which we hold Paramount. It is wrong to force someone to change or insert unwanted material into their body, even in order to save someone else
2073	0.5357142857142857	People are more likely to draw conspiracy theories about vaccination because it looks state is making something which is contested mandatory, looks like illegitimate intersts
